1;stable;5;4.780885934829712;
2;stable;4;4.624608516693115;
3;stable;4;5.192597389221191;
4;stable;4;4.658088207244873;
5;stable;4;5.196949005126953;
6;stable;4;5.20084810256958;
7;stable;4;4.626487731933594;
8;stable;4;5.213746547698975;
9;stable;3;3.4852793216705322;
10;stable;5;9.703375577926636;
11;stable;4;5.778111934661865;
12;stable;4;5.191716432571411;
13;stable;4;5.764344692230225;
14;stable;4;5.198192358016968;
15;stable;3;5.608057260513306;
16;stable;5;4.625024080276489;
17;stable;4;4.623607873916626;
18;stable;4;4.623518466949463;
19;stable;4;5.208472490310669;
20;stable;4;5.19298791885376;
